movieId,title,Drama,Documentary,Adventure,Sci-Fi,Musical,War,Horror,Film-Noir,Comedy,Thriller,Mystery,Romance,Action,Children,Animation,Crime,IMAX,Western,Fantasy,year
159325,Fant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
159642,It's Only Money,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
159664,Freedom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
159674,Back Home,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
159753,After Eden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
160428,DEAD RISING : ENDGAME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
160579,Friends and Romans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
160676,Poor Devil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
160724,They Will Have To Kill Us First,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
160880,Eat That Question: Frank Zappa in His Own Words,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
160886,Presenting Princess Shaw,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
161050,The Miki Howard Story,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
161300,Digital Dharma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
161948,Tibetana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
162006,Gleason,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
162154,Bazodee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
162224,"El Bosco, el jardín de los sueños",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
162414,Moonlight,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
162704,California Winter,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
162740,The Houses Are Full of Smoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
162746,The Last Gold,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
162832,The Wounded Angel,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
162886,Scott Hall: Living on a Razor's Edge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
163010,Bad Dad Rehab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
163018,A Lovasíjász,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
163567,MamaBoy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
164051,The Space Between,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
164592,El pejesapo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
164693,Lo Sound Desert,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
164705,Set the Thames on Fire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
165089,Dugma: The Button,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
165237,Amber Alert,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
165345,Pad Yatra: A Green Odyssey,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
165385,The Adventures of Cinderella's Daughter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
165519,Always Faithful,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
165699,Angel Has Fallen,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,
165747,Exchange,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
165821,Rodnye (Close Relations),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
166289,Allende en su laberinto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
166548,Dvadtsat shest dney iz zhizni Dostoevskogo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
166651,Dönersen Islık Çal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
166775,Uno: The Movie,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
166862,The Women's Balcony,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
166942,Ulvova Mylläri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
167098,Dolpo Tulku - Heimkehr in den Himalaya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
167570,The OA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
167830,Freedom Road,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
167958,Hitler's Olympics,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
168278,Science Fiction Volume One: The Osiris Child,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
168356,Bienvenido a Veraz,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
168546,Invention of Trust,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
168596,Secret Places,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
168648,Abbey Grace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
168888,Third Guest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
169004,American Sharia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
169014,Red Wine in the Dark Night,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,
169230,Winning Favour,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
169240,Whn the day had no name,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
169656,The Glass Castle,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
170109,Blindpassasjer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
170465,The Lost World of Communism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
170719,Sequence Break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
170745,13 reasons why,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
171171,Jedi Junior High,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
171495,Cosmos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
171507,Unspeakable Horrors: The Plan 9 Conspiracy,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
171631,Maria Bamford: Old Baby,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
171749,Death Note: Desu nôto (2006–2007),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
171753,Wet and Reckless,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
171891,Generation Iron 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
172451,Irwin & Fran 2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
172557,Shivering Trunks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
172673,Supermassive Black Holes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
172739,Игра на выбывание,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
172915,Falling Skies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
173191,Neither Wolf Nor Dog,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
173347,Philosophy: A Guide to Happiness,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
174039,Genesis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
174057,I'm Not Here,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
174447,A Gray State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
174485,Salad Fingers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
174707,Le Ride,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
174953,Mundo Cão,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
175027,Selling God,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
175163,Elián,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
175335,The Garden of Afflictions 2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
175353,Abduction,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
175511,Engineering Red,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
175605,S.W.A.T.: Under Siege,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
175651,All Superheroes Must Die 2: The Last Superhero,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
175695,The Misadventures of Rick and Morty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
176127,Lauri Mäntyvaaran tuuheet ripset,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
176151,Aprel,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
176269,Subdue,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
176601,Black Mirror,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
176803,What the Waters Left Behind,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
176857,Ascent to Hell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
177029,Supercon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
177235,In Search of Fellini,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
177265,Checkmate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
177485,With love,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
177589,The Stone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
177625,Bigfoot in Europe: Sasquatch Encounters Abroad,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
177973,The Wayward Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
178127,Abd El-Kader,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
178157,BlueGreen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
178187,El Superstar,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
178221,I Am The Queen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
178223,Injecting Aluminum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
178267,Palestine Blues,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
178271,Pururambo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
178423,Sprawling from Grace,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
178425,Teen a Go Go: A Little Film About Rock and Roll History,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
178619,Vilaieha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
178845,The Lost City of Cecil B. DeMille,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
178961,Slumber,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
179001,Koudelka Shooting Holy Land,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
179311,The Book of Birdie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
179317,Clementina,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
179379,My Brother Khosrow,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
179479,"Samadhi Part 1: Maya, the Illusion of the Self",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
179483,"Doing time, Doing Vipassana",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
179667,Going for Broke,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
180053,Gutboy: A Badtime Story,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
180175,Kickoff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
180199,S.M.A.R.T. Chase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
180455,The End?,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
180461,3rd Night,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
180463,Mountain Fever,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
180553,Trauma,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
180855,Rigoletto,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
180863,Nebraska Supersonic,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
181407,Prosta historia o miłości,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
181409,"Felix, Net i Nika oraz teoretycznie możliwa katastrofa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
181435,Inside John Lennon - Unauthorized,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
181637,Frangi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
181669,Inoperable,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
181685,به نام پدر,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
